Machine_ID,Machine_Name,Platform,Platform_ID,OS,OS_Detail,Difficulty,Difficulty_Numeric,Attack_Category,Attack_Category_Detail,Vulnerability_Type,Kill_Chain_Stages,Skills_Required,Learning_Objectives,Estimated_Time,Estimated_Time_Hours,Attack_Path_Length,Entry_Point
288,Insanity 1,VulnHub,0,Linux,Web Server + SSH + FTP,Medium,2,Network Exploitation,Web Exploitation + FTP Abuse + Credential Extraction + Privilege Escalation,Network Enumeration → Packet Analysis → SQL Injection → Database Enumeration → Hash Cracking → Credential Extraction → SSH Access → Sudo Exploitation → Privilege Escalation,Recon → Enumeration → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Wireshark; SQL Injection; Hash Cracking; Firefox Credential Extraction; SSH Access; Sudo Exploitation; Privilege Escalation,Network Enumeration; Packet Analysis; SQL Injection; Database Enumeration; Hash Cracking; Credential Extraction; SSH Access; Sudo Exploitation; Privilege Escalation,4+ hours,4.5,9,Wireshark email sniffing → SQL injection → Firefox stored password extraction
289,Tempus Fugit 3,VulnHub,0,Linux,Web Server + SSH + File Upload + Database,Hard,3,Web Exploitation,Web Exploitation + File Upload + SQL Injection + Privilege Escalation,Web Enumeration → Command Injection → Reverse Shell → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Execution → Privilege Escalation,Enumeration; Command Injection; Reverse Shell; SUID Exploitation; Privilege Escalation,Web Enumeration; Command Injection; Reverse Shell; SUID Exploitation; Privilege Escalation,1-2 hours,1.5,5,Command injection in time synchronization web service → SUID binary exploit
290,MaskCrafter 1.1,VulnHub,0,Linux,Web Server + SSH + File Upload,Medium,2,Network Exploitation,Web Exploitation + File Upload + Remote Code Execution + Privilege Escalation,FTP Anonymous Access → Web Enumeration → Command Injection → Reverse Shell → Database Enumeration → Credential Extraction → Cron Abuse → Privilege Escalation,Recon → Enumeration → Exploitation → Execution → Privilege Escalation,Enumeration; FTP Anonymous Access; Command Injection; Reverse Shell; Database Enumeration; Cron Analysis; Privilege Escalation,Network Enumeration; Web Enumeration; Command Injection; Reverse Shell; Database Enumeration; Credential Extraction; Cron Abuse; Privilege Escalation,2-3 hours,2.5,8,FTP anonymous hint + /debug command injection → cron abuse for root
291,Forensics,VulnHub,0,Linux,Web Server + SSH + PCAP + File Analysis,Medium,2,Network Exploitation,Network Analysis + Forensics + Credential Extraction + Privilege Escalation,Web Enumeration → Steganography Extraction → Cryptographic Exploitation → Archive Cracking → Memory Forensics → Hash Cracking → SSH Access → Network Pivoting → Forensic Analysis → Sudo Exploitation,Recon → Enumeration → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Steganography Extraction; PGP Decryption; Memory Forensics; Hash Cracking; SSH Access; Docker; Forensic Analysis; Sudo Exploitation,Web Enumeration; Steganography Extraction; Cryptographic Exploitation; Archive Cracking; Memory Forensics; Hash Cracking; SSH Access; Network Pivoting; Forensic Analysis; Sudo Exploitation,4+ hours,4.5,10,Multi-flag forensics CTF: ExifTool metadata + PGP + DMP analysis + Docker pivot
292,KB-Vuln 3,VulnHub,0,Linux,Web Server + SSH + File Upload + Database,Hard,3,Web Exploitation,Web Exploitation + File Upload + SQL Injection + Privilege Escalation,Web Enumeration → SQL Injection → Database Enumeration → Credential Extraction → Admin Panel Access → File Upload Exploitation → Webshell Execution → Command Execution → Reverse Shell → System Enumeration → Sudo Exploitation → Privilege Escalation,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Web Enumeration; SQL Injection; Database Enumeration; Credential Extraction; Admin Access; File Upload; File Upload Bypass; Webshell; Command Execution; Reverse Shell; System Enumeration; Sudo Exploitation; Privilege Escalation,Web Enumeration; SQL Injection; Database Enumeration; Credential Extraction; CMS Exploitation; File Upload Exploitation; Webshell Execution; Command Execution; Reverse Shell; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System + Database Exploitation (HTTP, SSH, MySQL)"
293,Sherlock,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Web Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Network Enumeration → Encoding/Decoding → Brute Force → Memory Forensics → Forensic Analysis → Hash Cracking → SSH Access → Sudo Exploitation,Recon → Enumeration → Exploitation → Credential Access → Privilege Escalation,Enumeration; Encoding/Decoding; Brute Force; Memory Forensics; Disk Forensics; Hash Cracking; Sudo Exploitation,Network Enumeration; Encoding/Decoding; Brute Force; Memory Forensics; Forensic Analysis; Hash Cracking; SSH Access; Sudo Exploitation,4+ hours,4.5,8,Multi-forensics CTF: Morse code + Volatility RAM analysis + Autopsy disk forensics
294,Vedas,VulnHub,0,Linux,Web Server + SSH + Steganography + Encoding,Medium,2,Web Exploitation,Web Exploitation + Steganography + Encoding + Credential Extraction + Privilege Escalation,Web Enumeration → Web Exploitation → SSH Access → Sudo Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Web Exploitation; SSH Access; Sudo Exploitation; Privilege Escalation,Web Enumeration; Web Exploitation; SSH Access; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,5,4-flag CTF: multi-vector web exploitation chain → SSH → sudo privilege escalation
295,Cybox 1,VulnHub,0,Linux,Web Server + SSH + FTP + File Upload,Hard,3,Web Exploitation,Web Exploitation + FTP Abuse + File Upload + Privilege Escalation,Web Enumeration → Source Code Disclosure → Credential Extraction → CMS Exploitation → File Upload Exploitation → Webshell Execution → Sudo Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; Git Exploitation; Credential Extraction; CMS Exploitation; File Upload; Sudo Exploitation; Privilege Escalation,Web Enumeration; Source Code Disclosure; Git Exploitation; Credential Extraction; CMS Exploitation; File Upload Exploitation; Webshell Execution; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,8,Exposed Gitea git repository → credentials in config → CMS file upload RCE → sudo node
296,Hogwarts Bellatrix,VulnHub,0,Linux,Web Server + SSH + File Upload + Encoding,Hard,3,Web Exploitation,Web Exploitation + File Upload + Encoding + Credential Extraction + Privilege Escalation,Web Enumeration → Source Code Disclosure → Brute Force → SSH Access → Sudo Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Source Code Disclosure; Brute Force; SSH Access; Sudo Exploitation; Privilege Escalation,Web Enumeration; Source Code Disclosure; Brute Force; SSH Access; Sudo Exploitation; Privilege Escalation,1-2 hours,1.5,6,Source code hidden username → SSH brute force → sudo vim shell escape
297,DevGuru 1,VulnHub,0,Linux,Web Server + SSH + CMS + Database,Hard,3,Network Exploitation,Web Exploitation + CMS Exploitation + Credential Extraction + Privilege Escalation,Web Enumeration → Source Code Disclosure → Git Exploitation → Credential Extraction → CMS Exploitation → Webshell Execution → Service Exploitation → Remote Code Execution → Sudo Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Lateral Movement → Privilege Escalation,Enumeration; Git Exploitation; Credential Extraction; CMS Exploitation; Gitea Hook Exploitation; Sudo Exploitation; Privilege Escalation,Web Enumeration; Source Code Disclosure; Git Exploitation; Credential Extraction; CMS Exploitation; Webshell Execution; Service Exploitation; Remote Code Execution; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,10,Exposed .git directory → October CMS + Adminer access → Gitea git hook RCE
298,Chronos,VulnHub,0,Linux,Web Server + SSH + Cron Job + Command Injection,Medium,2,Web Exploitation,Web Exploitation + Command Injection + Cron Abuse + Privilege Escalation,Web Enumeration → Encoding/Decoding → Command Injection → Reverse Shell → Prototype Pollution → Privilege Escalation,Recon → Exploitation → Execution → Privilege Escalation,Enumeration; Encoding/Decoding; Command Injection; Reverse Shell; Prototype Pollution; Privilege Escalation,Web Enumeration; Encoding/Decoding; Command Injection; Reverse Shell; Prototype Pollution; Privilege Escalation,2-3 hours,2.5,6,Base64+Base58 encoded HTTP parameter → command injection → prototype pollution via express-fileupload
299,DarkHole 2,VulnHub,0,Linux,Web Server + SSH + CMS + Database,Hard,3,Web Exploitation,Web Exploitation + CMS Exploitation + Credential Extraction + Privilege Escalation,Web Enumeration → Source Code Disclosure → Git Exploitation → SQL Injection → Credential Extraction → SSH Access → Credential Reuse → Sudo Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Git Exploitation; SQL Injection; Credential Extraction; SSH Access; Sudo Exploitation; Privilege Escalation,Web Enumeration; Source Code Disclosure; Git Exploitation; SQL Injection; Credential Extraction; SSH Access; Credential Reuse; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,Exposed .git (gitdumper) → SQL injection → SSH → bash_history credential reuse
300,Thales 1,VulnHub,0,Linux,Web Server + SSH + File Upload + Database,Hard,3,Network Exploitation,Web Exploitation + File Upload + SQL Injection + Privilege Escalation,Network Enumeration → Brute Force → Service Exploitation → Remote Code Execution → Reverse Shell → Sudo Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; Service Exploitation; WAR Deployment; Remote Code Execution; Sudo Exploitation; Privilege Escalation,Network Enumeration; Brute Force; Service Exploitation; WAR Deployment; Remote Code Execution; Reverse Shell; Sudo Exploitation; Privilege Escalation,1-2 hours,1.5,7,Apache Tomcat Manager brute force → WAR file deploy → sudo curl for /etc/passwd overwrite
301,digitalworld.local:fall,VulnHub,0,Linux,Web Server + SSH + FTP + Database,Hard,3,Network Exploitation,Multi-Stage Exploitation + Web Exploitation + Credential Chain + Privilege Escalation,Web Enumeration → Local File Inclusion → SSH Key Extraction → SSH Access → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Local File Inclusion; SSH Key Extraction; SSH Access; SUID Exploitation; Privilege Escalation,Web Enumeration; Local File Inclusion; SSH Key Extraction; SSH Access; SUID Exploitation; Privilege Escalation,1-2 hours,1.5,6,LFI parameter fuzzing → SSH private key extraction → SUID find
302,digitalworld.local:vengeance,VulnHub,0,Linux,Web Server + SSH + FTP + Database,Hard,3,Network Exploitation,Multi-Stage Exploitation + Web Exploitation + Credential Chain + Privilege Escalation,Web Enumeration → CMS Exploitation → Remote Code Execution → Reverse Shell → Sudo Exploitation → Privilege Escalation,Recon → Exploitation → Execution → Privilege Escalation,Enumeration; CMS Exploitation; Remote Code Execution; Reverse Shell; Sudo Exploitation; Privilege Escalation,Web Enumeration; CMS Exploitation; Remote Code Execution; Reverse Shell; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,6,CMS exploitation → reverse shell → sudo misconfiguration
303,Empire LupinOne,VulnHub,0,Linux,Web Server + SSH + FTP + Steganography,Medium,2,Web Exploitation,Web Exploitation + FTP Abuse + Steganography + Credential Extraction + Privilege Escalation,Web Enumeration → FTP Anonymous Access → File Enumeration → Steganography Extraction → Credential Extraction → SSH Access → System Enumeration → Sudo Exploitation → Privilege Escalation,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Web Enumeration; FTP Anonymous Access; File Enumeration; Steganography Extraction; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,Web Enumeration; Network Enumeration; File Enumeration; Steganography Extraction; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,10,"Web + Network + System Exploitation (HTTP, FTP, SSH)"
304,Hackable 3,VulnHub,0,Linux,Web Server + SSH + Database,Hard,3,Web Exploitation,Web Exploitation + SQL Injection + Credential Extraction + Privilege Escalation,Web Enumeration → File Upload Exploitation → Local File Inclusion → Remote Code Execution → Reverse Shell → Cron Abuse → Privilege Escalation,Recon → Exploitation → Execution → Privilege Escalation,Enumeration; File Upload; Local File Inclusion; Remote Code Execution; Cron Analysis; Privilege Escalation,Web Enumeration; File Upload Exploitation; Local File Inclusion; Remote Code Execution; Reverse Shell; Cron Abuse; Privilege Escalation,1-2 hours,1.5,7,Writable /files/ directory → PHP file upload → LFI execution → writable cron
